trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud,interaction_1,interaction_2,interaction_3,interaction_4,average_seconds_per_item,trustLevel_1,trustLevel_2,trustLevel_3,trustLevel_4,trustLevel_5,trustLevel_6,totalScanTimeInSeconds_0_1,grandTotal_0_1,lineItemVoids_0_1,scansWithoutRegistration_0_1,quantityModifications_0_1,scannedLineItemsPerSecond_0_1,valuePerSecond_0_1,lineItemVoidsPerPosition_0_1,average_seconds_per_item_01,Labels,Labels_0,Labels_1,Labels_2,Labels_3,Labels_4,Labels_5,interaction_5,interaction_6,interaction_7,interaction_8
5,1533,84.73,4,2,4,0.0104370515329419,0.0552707110241357,0.25,0,0,0,0,1,18.09,0,0,0,0,1,0,0.837069436850738,0.8476238119059532,0.36363636363636365,0.2,0.8,0.001483487879630021,0.001459306365590497,0.022727272727272728,0.00012260694961445005,5,0,0,0,0,0,1,0.07272727272727274,0.0011867903037040169,0.709519986893392,0
4,764,28.98,8,0,0,0.0261780104712042,0.0379319371727749,0.4,0,0,0,0,1,26.36,0,0,0,1,0,0,0.4166211044286495,0.28984492246123067,0.7272727272727273,0.0,0.0,0.003844825802938404,0.0010014564326714906,0.03636363636363637,0.00017875088501375798,4,0,0,0,0,1,0,0.0,0.0,0.12075551170883421,0
4,1736,5.46,4,10,4,0.00576036866359447,0.0031451612903225803,0.4,0,0,0,0,1,317.95,0,0,0,1,0,0,0.9480590486604701,0.05452726363181592,0.36363636363636365,1.0,0.8,0.0007819277867545199,8.287227321552747e-05,0.03636363636363637,0.002158316800743408,2,0,0,1,0,0,0,0.36363636363636365,0.000625542229403616,0.051695065684838046,0
4,1705,16.96,7,4,4,0.0158357771260997,0.00994721407624633,0.25925925925925897,0,0,0,0,1,100.53,0,0,0,1,0,0,0.9311098961180972,0.16958479239619814,0.6363636363636364,0.4,0.8,0.002293363283705395,0.0002624881698437833,0.02356902356902354,0.0006822811980206106,2,0,0,1,0,0,0,0.2545454545454546,0.0018346906269643163,0.15790207843123313,0
6,1659,52.53,2,1,4,0.0126582278481013,0.0316636528028933,0.0952380952380952,0,0,0,0,1,31.58,0,0,0,0,0,1,0.9059595407326407,0.525462731365683,0.18181818181818182,0.1,0.8,0.0018166917135204151,0.0008359352947369127,0.008658008658008655,0.00021418877410497777,2,0,0,1,0,0,0,0.018181818181818184,0.0014533533708163322,0.47604797478017313,0
1,870,32.45,3,1,5,0.00689655172413793,0.0372988505747126,0.5,0,0,1,0,0,26.81,1,0,0,0,0,0,0.4745762711864407,0.32456228114057034,0.2727272727272727,0.1,1.0,0.0009523692547238171,0.0009847390650571713,0.045454545454545456,0.00018180587545265625,4,0,0,0,0,1,0,0.02727272727272727,0.0009523692547238171,0.1540295571514571,0
3,1295,42.9,11,10,0,0.016988416988417,0.0331274131274131,0.5,0,0,0,0,1,30.19,0,0,1,0,0,0,0.7069436850738108,0.42911455727863934,1.0,1.0,0.0,0.0024662734748495227,0.000874587541552987,0.045454545454545456,0.00020475224808260315,5,0,0,0,0,0,1,1.0,0.0,0.30335982644137816,0
6,590,79.84,6,10,4,0.0406779661016949,0.135322033898305,0.25,0,0,0,0,1,7.39,0,0,0,0,0,1,0.3214871514488792,0.7986993496748376,0.5454545454545454,1.0,0.8,0.006019997928782625,0.0035731520805306906,0.022727272727272728,4.996606584509148e-05,0,1,0,0,0,0,0,0.5454545454545454,0.0048159983430261,0.2567715787910358,0
3,139,59.0,8,5,5,0.0287769784172662,0.42446043165467606,2.0,0,0,0,0,1,2.36,0,0,1,0,0,0,0.07490431930016402,0.5901950975487745,0.7272727272727273,0.5,1.0,0.004234703039552082,0.011208178475818365,0.18181818181818182,1.581806160585097e-05,3,0,0,0,1,0,0,0.36363636363636365,0.004234703039552082,0.044208162036184856,0
3,1724,25.4,7,4,3,0.0110208816705336,0.0147331786542923,0.368421052631579,0,0,0,0,1,67.87,0,0,1,0,0,0,0.9414980863860032,0.2540270135067534,0.6363636363636364,0.4,0.6000000000000001,0.0015710695987662393,0.00038886697723788927,0.03349282296650718,0.00046055678083301715,2,0,0,1,0,0,0,0.2545454545454546,0.0009426417592597438,0.2391659471069597,0
3,1691,59.61,1,2,2,0.00887049083382614,0.0352513305736251,0.0666666666666667,0,0,0,0,1,28.37,0,0,1,0,0,0,0.9234554401312192,0.5962981490745374,0.09090909090909091,0.2,0.4,0.0012484844594130504,0.0009306719837753735,0.006060606060606063,0.00019239650897417022,2,0,0,1,0,0,0,0.018181818181818184,0.0004993937837652201,0.5506547697030583,0
4,1505,2.7,6,4,0,0.00332225913621262,0.0017940199335548198,1.2,0,0,0,0,1,557.41,0,0,0,1,0,0,0.8217605248769819,0.026913456728364187,0.5454545454545454,0.4,0.0,0.000416181296291862,4.719385760993591e-05,0.10909090909090909,0.0037839790462958003,5,0,0,0,0,0,1,0.21818181818181817,0.0,0.022116416327354494,0
4,934,98.54,0,5,2,0.00856531049250535,0.10550321199143499,0.0,0,0,0,0,1,9.48,0,0,0,1,0,0,0.5095680699835975,0.9857928964482243,0.0,0.5,0.4,0.0012027036454083013,0.0027857523643326086,0.0,6.415479921686338e-05,4,0,0,0,0,1,0,0.0,0.00048108145816332055,0.502328583646662,0
2,125,25.5,5,6,2,0.192,0.204,0.208333333333333,0,0,0,1,0,4.9,0,1,0,0,0,0,0.06724986331328595,0.2550275137568785,0.4545454545454546,0.6000000000000001,0.4,0.028720168780995686,0.005386671447138439,0.018939393939393912,3.306178541652113e-05,3,0,0,0,1,0,0,0.2727272727272728,0.011488067512398274,0.01715056544127723,0
1,71,78.91,1,4,4,0.0140845070422535,1.1114084507042299,1.0,0,1,0,0,0,0.9,1,0,0,0,0,0,0.0377255330781848,0.7893946973486745,0.09090909090909091,0.4,0.8,0.0020306511783526834,0.02934781782615212,0.09090909090909091,5.9063148485366294e-06,3,0,0,0,1,0,0,0.03636363636363637,0.0016245209426821467,0.029780335766571096,0
5,816,81.54,8,7,1,0.0110294117647059,0.0999264705882353,0.8888888888888891,0,0,0,0,1,10.01,0,0,0,0,1,0,0.44505194095133954,0.8157078539269638,0.7272727272727273,0.7000000000000001,0.2,0.0015723492180662734,0.0026384922005372757,0.08080808080808083,6.775289906712133e-05,4,0,0,0,0,1,0,0.5090909090909091,0.0003144698436132547,0.36303236363944696,0
3,1503,23.0,10,3,1,0.019294743845641997,0.0153027278775782,0.34482758620689696,0,0,0,0,1,65.35,0,0,1,0,0,0,0.8206670311645707,0.2300150075037519,0.9090909090909092,0.30000000000000004,0.2,0.002812250939937252,0.000403906568613323,0.03134796238244518,0.0004434488343751869,5,0,0,0,0,0,1,0.2727272727272728,0.0005624501879874504,0.18876573333140054,0
4,329,56.65,10,2,5,0.0638297872340425,0.17218844984802403,0.47619047619047605,0,0,0,0,1,5.81,0,0,0,1,0,0,0.17878622197922361,0.5666833416708356,0.9090909090909092,0.2,1.0,0.009493056555508195,0.004546651487942265,0.04329004329004328,3.92396549707376e-05,0,1,0,0,0,0,0,0.18181818181818185,0.009493056555508195,0.10131517371589023,0
6,1629,40.42,6,7,4,0.0135052179251074,0.0248127685696746,0.272727272727273,0,0,0,0,1,40.3,0,0,0,0,0,1,0.8895571350464734,0.40430215107553785,0.5454545454545454,0.7000000000000001,0.8,0.0019437506682730907,0.0006550299485166618,0.02479338842975209,0.0002733876999431839,2,0,0,1,0,0,0,0.38181818181818183,0.0015550005346184727,0.3596498632038819,0
5,1435,91.96,4,3,3,0.0132404181184669,0.0640836236933798,0.21052631578947398,0,0,0,0,1,15.6,0,0,0,0,1,0,0.7834882449425915,0.9199599799899951,0.36363636363636365,0.30000000000000004,0.6000000000000001,0.0019040274323535154,0.0016920212916299638,0.01913875598086127,0.00010570266918587967,5,0,0,0,0,0,1,0.10909090909090911,0.0011424164594121093,0.7207778301397829,0
6,314,48.54,6,1,1,0.0764331210191083,0.154585987261147,0.25,0,0,0,0,1,6.47,0,0,0,0,0,1,0.17058501913613996,0.4855427713856929,0.5454545454545454,0.1,0.2,0.011383712019607578,0.004081838555741846,0.022727272727272728,4.372030761445504e-05,3,0,0,0,1,0,0,0.05454545454545454,0.0022767424039215156,0.08282632294824285,0
5,285,6.23,5,6,2,0.10526315789473699,0.021859649122806996,0.166666666666667,0,0,0,0,1,45.75,0,0,0,0,1,0,0.15472936030617823,0.0622311155577789,0.4545454545454546,0.6000000000000001,0.4,0.015708573018979224,0.0005770494896767751,0.015151515151515181,0.0003103870285920628,3,0,0,0,1,0,0,0.2727272727272728,0.0062834292075916905,0.009628980701394986,0
5,891,78.96,2,10,2,0.0280583613916947,0.0886195286195286,0.08,0,0,0,0,1,11.28,0,0,0,0,1,0,0.48605795516675776,0.789894947473737,0.18181818181818182,1.0,0.4,0.004126901625326147,0.0023399196102104713,0.007272727272727273,7.63747609724564e-05,4,0,0,0,0,1,0,0.18181818181818182,0.001650760650130459,0.38393472296563813,0
2,1355,48.87,2,0,4,0.00516605166051661,0.0360664206642066,0.28571428571428603,0,0,0,1,0,27.73,0,1,0,0,0,0,0.7397484964461454,0.4888444222111056,0.18181818181818182,0.0,0.8,0.0006927729084946278,0.0009521953594474311,0.025974025974026003,0.0001880516336832927,5,0,0,0,0,0,1,0.0,0.0005542183267957022,0.36162192632675,0
2,866,39.38,10,9,1,0.0046189376443418,0.045473441108545,2.5,0,0,0,1,0,21.99,0,1,0,0,0,0,0.4723892837616184,0.3938969484742372,0.9090909090909092,0.9,0.2,0.000610699060272662,0.0012005983731974508,0.2272727272727273,0.00014908353341823493,4,0,0,0,0,1,0,0.8181818181818182,0.0001221398120545324,0.186072697365632,0
2,335,14.4,0,9,5,0.0149253731343284,0.0429850746268657,0.0,0,0,0,1,0,23.26,0,1,0,0,0,0,0.18206670311645706,0.14397198599299652,0.0,0.9,1.0,0.0021567914598582885,0.0011348902420180735,0.0,0.00015770539532357,0,1,0,0,0,0,0,0.0,0.0021567914598582885,0.02621250483087361,0
5,834,80.64,0,10,3,0.0155875299760192,0.0966906474820144,0.0,0,0,0,0,1,10.34,0,0,0,0,1,0,0.4548933843630399,0.8067033516758381,0.0,1.0,0.6000000000000001,0.002256123150360443,0.0025530466318470346,0.0,6.999322538898005e-05,4,0,0,0,0,1,0,0.0,0.001353673890216266,0.36696401782082955,0
2,1397,62.59,7,9,4,0.0178954903364352,0.0448031496062992,0.28,1,0,0,1,0,22.32,0,1,0,0,0,0,0.7627118644067796,0.6261130565282643,0.6363636363636364,0.9,0.8,0.002602345661067558,0.0011828985680110919,0.02545454545454546,0.00015132385974009365,5,0,0,0,0,0,1,0.5727272727272728,0.002081876528854047,0.4775438566740999,0
5,1561,91.75,7,6,2,0.0121716848174247,0.0587764253683536,0.368421052631579,0,0,0,0,1,17.01,0,0,0,0,1,0,0.8523783488244941,0.9178589294647326,0.6363636363636364,0.6000000000000001,0.4,0.0017437042599501385,0.001551878717654907,0.03349282296650718,0.00011527497256109422,5,0,0,0,0,0,1,0.3818181818181819,0.0006974817039800555,0.7823630787509666,0
4,847,22.88,4,5,2,0.0106257378984652,0.027012987012987003,0.444444444444444,0,0,0,0,1,37.02,0,0,0,1,0,0,0.46200109349371243,0.22881440720360183,0.36363636363636365,0.5,0.4,0.0015117931609199917,0.0007131292048604824,0.040404040404040366,0.0002511202140774367,4,0,0,0,0,1,0,0.18181818181818182,0.0006047172643679967,0.10571250633517963,0
1,1520,41.88,6,8,2,0.00131578947368421,0.0275526315789474,3.0,0,0,1,0,0,36.29,1,0,0,0,0,0,0.8299617277200655,0.41890945472736374,0.5454545454545454,0.8,0.4,0.00011518610758202179,0.000727379129938413,0.2727272727272727,0.00024616434069877946,5,0,0,0,0,0,1,0.43636363636363634,4.6074443032808715e-05,0.34767881480379337,0
2,622,60.75,11,5,4,0.0128617363344051,0.0976688102893891,1.375,0,0,0,1,0,10.24,0,1,0,0,0,0,0.3389830508474576,0.6077038519259631,1.0,0.5,0.8,0.0018472204956809571,0.002578876127033929,0.125,6.931433862478045e-05,0,1,0,0,0,0,0,0.5,0.0014777763965447659,0.2060013057376146,0
4,1012,59.9,2,3,2,0.0148221343873518,0.0591897233201581,0.133333333333333,0,0,0,0,1,16.89,0,0,0,1,0,0,0.5522143247676325,0.5991995997999001,0.18181818181818182,0.30000000000000004,0.4,0.002141304374900706,0.0015627923174937103,0.012121212121212092,0.00011446030844405468,1,0,1,0,0,0,0,0.05454545454545456,0.0008565217499602825,0.3308866024045375,0
2,1451,23.1,3,9,3,0.00137835975189524,0.0159200551343901,1.5,0,0,0,1,0,62.81,0,1,0,0,0,0,0.7922361946418808,0.23101550775387697,0.2727272727272727,0.9,0.6000000000000001,0.0001245724207914743,0.0004202077929988189,0.13636363636363635,0.0004262051105645168,5,0,0,0,0,0,1,0.24545454545454545,7.474345247488459e-05,0.1830188467661934,0
2,401,80.86,0,1,0,0.0199501246882793,0.201645885286783,0.0,0,0,0,1,0,4.96,0,1,0,0,0,0,0.21815199562602514,0.8089044522261132,0.0,0.1,0.0,0.002910566147034801,0.005324508385738025,0.0,3.346911747504089e-05,0,1,0,0,0,0,0,0.0,0.0,0.1764641205239033,0
6,960,93.09,7,2,3,0.0104166666666667,0.09696875,0.7,0,0,0,0,1,10.31,0,0,0,0,0,1,0.5237834882449426,0.9312656328164084,0.6363636363636364,0.2,0.6000000000000001,0.0014804298983478138,0.0025603902433558915,0.06363636363636363,6.978955935972017e-05,4,0,0,0,0,1,0,0.1272727272727273,0.0008882579390086884,0.48778156163921227,0
6,1433,72.19,7,7,0,0.0174459176552687,0.0503768318213538,0.28,0,0,0,0,1,19.85,0,0,0,0,0,1,0.7823947512301803,0.7221610805402703,0.6363636363636364,0.7000000000000001,0.0,0.0025349042157600922,0.001330077950483649,0.02545454545454546,0.00013455535666436323,5,0,0,0,0,0,1,0.4454545454545455,0.0,0.565015038957423,0
6,1424,66.9,9,8,3,0.0175561797752809,0.0469803370786517,0.36,0,0,0,0,1,21.29,0,0,0,0,0,1,0.7774740295243302,0.6692346173086545,0.8181818181818182,0.8,0.6000000000000001,0.002551444893269663,0.0012403896655197233,0.03272727272727273,0.00014433132606883763,5,0,0,0,0,0,1,0.6545454545454547,0.001530866935961798,0.5203125346161327,0
6,1820,54.64,0,0,1,0.007142857142857141,0.030021978021977997,0.0,0,0,0,0,1,33.31,0,0,0,0,0,1,0.9939857845817386,0.5465732866433218,0.0,0.0,0.2,0.0009893181044234548,0.0007925850154864624,0.0,0.00022593351512563108,2,0,0,1,0,0,0,0.0,0.00019786362088469096,0.5432860771555817,0
1,16,32.29,2,0,5,1.5,2.018125,0.0833333333333333,0,1,0,0,0,0.5,1,0,0,0,0,0,0.007654455986878075,0.32296148074037023,0.18181818181818182,0.0,1.0,0.2249362961339287,0.05329069376596603,0.007575757575757573,3.190767791738179e-06,3,0,0,0,1,0,0,0.0,0.2249362961339287,0.002472094439784135,0
4,617,90.73,0,0,5,0.00162074554294976,0.14705024311183099,0.0,0,0,0,0,1,6.8,0,0,0,1,0,0,0.33624931656642976,0.907653826913457,0.0,0.0,1.0,0.00016093327801325953,0.003882848708891266,0.0,4.596063393631376e-05,0,1,0,0,0,0,0,0.0,0.00016093327801325953,0.30519797897855444,0
3,1593,25.53,2,2,2,0.0175768989328311,0.0160263653483992,0.0714285714285714,0,0,0,0,1,62.4,0,0,1,0,0,0,0.8698742482230727,0.255327663831916,0.18181818181818182,0.2,0.4,0.0025545530223648584,0.00042301503443180246,0.0064935064935064905,0.0004234216748312983,2,0,0,1,0,0,0,0.03636363636363637,0.0010218212089459435,0.22210295962634138,0
1,608,85.05,3,5,2,0.0131578947368421,0.13988486842105302,0.375,0,1,0,0,0,7.15,1,0,0,0,0,0,0.3313285948605796,0.8508254127063534,0.2727272727272727,0.5,0.4,0.0018916479076146113,0.003693638886464592,0.03409090909090909,4.8336737611012416e-05,0,1,0,0,0,0,0,0.13636363636363635,0.0007566591630458445,0.2819027884636688,0
1,1385,34.68,5,8,4,0.0194945848375451,0.0250397111913357,0.185185185185185,1,1,0,0,0,39.94,1,0,0,0,0,0,0.7561509021323126,0.34687343671835924,0.4545454545454546,0.8,0.8,0.0028422295527182886,0.0006610226251035268,0.01683501683501682,0.00027094370759206534,5,0,0,0,0,0,1,0.3636363636363637,0.002273783642174631,0.262288662100323,0
3,983,14.07,2,4,0,0.0193285859613428,0.0143133265513733,0.10526315789473699,0,0,0,0,1,69.86,0,0,1,0,0,0,0.5363586659376708,0.14067033516758382,0.18181818181818182,0.4,0.0,0.0028173276745582314,0.0003777803076264576,0.009569377990430636,0.00047406662744058943,1,0,1,0,0,0,0,0.07272727272727274,0.0,0.07544975330749026,0
1,768,7.24,4,10,3,0.0143229166666667,0.009427083333333329,0.36363636363636404,0,1,0,0,0,106.08,1,0,0,0,0,0,0.41880809185347184,0.07233616808404203,0.36363636363636365,1.0,0.6000000000000001,0.0020664155615530084,0.0002487535293326759,0.03305785123966946,0.000719959413433689,4,0,0,0,0,1,0,0.36363636363636365,0.0012398493369318053,0.03029497252726965,0
1,1474,60.64,9,0,5,0.0128900949796472,0.0411397557666214,0.47368421052631604,0,1,0,0,0,24.31,1,0,0,0,0,0,0.804811372334609,0.6066033016508255,0.8181818181818182,0.0,1.0,0.001851474642123144,0.0010861625105406413,0.04306220095693782,0.00016483370634766593,5,0,0,0,0,0,1,0.0,0.001851474642123144,0.4882012356643057,0
6,692,21.65,7,7,5,0.0216763005780347,0.0312861271676301,0.46666666666666706,0,0,0,0,1,31.96,0,0,0,0,0,1,0.37725533078184803,0.21650825412706354,0.6363636363636364,0.7000000000000001,1.0,0.003169513813867987,0.0008259663033732647,0.04242424242424246,0.0002167685438089363,4,0,0,0,0,1,0,0.4454545454545455,0.003169513813867987,0.08167889302770577,0
2,351,50.75,1,7,0,0.0455840455840456,0.144586894586895,0.0625,0,0,0,1,0,6.92,0,1,0,0,0,0,0.1908146528157463,0.5076538269134568,0.09090909090909091,0.7000000000000001,0.0,0.006755970342018509,0.0038178012051538804,0.005681818181818182,4.67752980533533e-05,0,1,0,0,0,0,0,0.06363636363636364,0.0,0.09686778873307623,0
1,107,39.55,1,6,4,0.25233644859813104,0.369626168224299,0.037037037037037,0,1,0,0,0,2.71,1,0,0,0,0,0,0.057408419901585565,0.39559779889944974,0.09090909090909091,0.6000000000000001,0.8,0.03777138000588451,0.009760217734852193,0.003367003367003364,1.8194165280549618e-05,3,0,0,0,1,0,0,0.05454545454545456,0.030217104004707607,0.022710644551362614,0
5,1237,48.22,7,2,3,0.00808407437348424,0.03898140662894101,0.7,0,0,0,0,1,25.65,0,0,0,0,1,0,0.6752323674138873,0.4823411705852927,0.6363636363636364,0.2,0.6000000000000001,0.0011305122940194043,0.0010291688605643366,0.06363636363636363,0.00017393078898794075,1,0,1,0,0,0,0,0.1272727272727273,0.0006783073764116427,0.3256923705154928,0
2,1450,62.63,5,9,3,0.0103448275862069,0.0431931034482759,0.33333333333333304,0,0,0,1,0,23.15,0,1,0,0,0,0,0.7916894477856752,0.6265132566283144,0.4545454545454546,0.9,0.6000000000000001,0.001469653150518748,0.0011403834783186555,0.030303030303030276,0.00015695861988295043,5,0,0,0,0,0,1,0.4090909090909091,0.000881791890311249,0.4960039341704752,0
5,508,57.9,2,7,0,0.0275590551181102,0.11397637795275599,0.14285714285714302,0,0,0,0,1,8.77,0,0,0,0,1,0,0.27665390924002187,0.5791895947973988,0.18181818181818182,0.7000000000000001,0.0,0.004051999527951702,0.0030094958943111113,0.012987012987013002,5.933470319104613e-05,0,1,0,0,0,0,0,0.1272727272727273,0.0,0.1602350655918446,0
1,1748,26.31,0,9,1,0.0085812356979405,0.0150514874141876,0.0,0,0,1,0,0,66.44,1,0,0,0,0,0,0.9546200109349371,0.2631315657828915,0.0,0.9,0.2,0.0012050926225778617,0.0003972722800358237,0.0,0.00045084870010496267,2,0,0,1,0,0,0,0.0,0.00024101852451557235,0.251190658204991,0
6,1000,61.24,7,3,0,0.009000000000000001,0.061239999999999996,0.7777777777777779,0,0,0,0,1,16.33,0,0,0,0,0,1,0.5456533624931657,0.6126063031515759,0.6363636363636364,0.30000000000000004,0.0,0.001267912431158725,0.0016169321919956975,0.07070707070707072,0.00011065854256453683,1,0,1,0,0,0,0,0.19090909090909094,0.0,0.33427068919916497,0
1,1123,28.94,1,0,5,0.0133570792520036,0.0257702582368655,0.0666666666666667,0,1,0,0,0,38.8,1,0,0,0,0,0,0.6129032258064515,0.28944472236118063,0.09090909090909091,0.0,1.0,0.0019215280407901929,0.0006803135460566106,0.006060606060606063,0.0002632043984801897,1,0,1,0,0,0,0,0.0,0.0019215280407901929,0.17740160402782035,1
1,232,18.27,9,5,2,0.00862068965517241,0.07875,4.5,0,0,1,0,0,12.7,1,0,0,0,0,0,0.12575177692728265,0.18269134567283643,0.8181818181818182,0.5,0.4,0.0012110112026212819,0.002079303545018599,0.4090909090909091,8.60149530240909e-05,3,0,0,0,1,0,0,0.4090909090909091,0.0004844044810485128,0.02297376134759561,0
2,1327,7.02,7,1,5,0.0188394875659382,0.00529012810851545,0.28,0,0,0,1,0,189.03,0,1,0,0,0,0,0.7244395844723892,0.07013506753376689,0.6363636363636364,0.1,1.0,0.002743956884771669,0.00013951254791096234,0.02545454545454546,0.0012830959843372679,5,0,0,0,0,0,1,0.06363636363636364,0.002743956884771669,0.05080861918110504,0
6,449,21.0,5,4,2,0.0022271714922049,0.0467706013363029,5.0,0,0,0,0,1,21.38,0,0,0,0,0,1,0.2443958447238928,0.21000500250125065,0.4545454545454546,0.4,0.4,0.0002519046475003925,0.0012348513560413064,0.4545454545454546,0.00014494232415661727,0,1,0,0,0,0,0,0.18181818181818185,0.00010076185900015701,0.05132434998253638,0
4,1228,3.17,7,4,4,0.0244299674267101,0.0025814332247557,0.23333333333333303,0,0,0,0,1,387.38,0,0,0,1,0,0,0.6703116457080371,0.031615807903951985,0.6363636363636364,0.4,0.8,0.003582597793277194,6.79863960931322e-05,0.021212121212121186,0.002629667881127199,1,0,1,0,0,0,0,0.2545454545454546,0.0028660782346217554,0.021192444226487223,0
1,861,31.34,11,3,0,0.0232288037166086,0.0363995354239257,0.55,0,1,0,0,0,27.47,1,0,0,0,0,0,0.46965554948059046,0.31345672836418215,1.0,0.30000000000000004,0.0,0.003402408426677043,0.0009609916314156331,0.05,0.00018628652809637368,4,0,0,0,0,1,0,0.30000000000000004,0.0,0.14721669199826815,0
5,70,40.04,1,1,4,0.4,0.5720000000000001,0.0357142857142857,0,0,0,0,1,1.75,0,0,0,0,1,0,0.037178786221979225,0.4005002501250626,0.09090909090909091,0.1,0.8,0.05992273337534589,0.015104127638596337,0.0032467532467532452,1.1676852344233336e-05,3,0,0,0,1,0,0,0.009090909090909092,0.04793818670027672,0.01489011318124891,0
6,1154,57.64,7,10,4,0.0173310225303293,0.04994800693240901,0.35,0,0,0,0,1,20.02,0,0,0,0,0,1,0.6298523783488245,0.5765882941470737,0.6363636363636364,1.0,0.8,0.0025176685303875076,0.0013187543443093886,0.031818181818181815,0.00013570946416350255,1,0,1,0,0,0,0,0.6363636363636364,0.002014134824310006,0.3631655083966259,0
