,Likelyhoods
624,0.13469813617749932
625,0.08796505221107045
626,0.11664178282875048
627,0.0920994383079736
628,0.13542174298598514
629,0.10437363360381513
630,0.14620975644746276
631,0.16925376044864626
632,0.16925376044864626
633,0.14353969873823727
634,0.674992667563793
635,0.1360941274815033
636,0.16048177433108182
637,0.12734461169888123
638,0.2887250355063879
639,0.27949892031571627
640,0.08805539962895642
641,0.16048177433108182
642,0.48623705083916935
643,0.15911077169177462
644,0.12360165541500663
645,0.16423965738159005
646,0.21051947880082547
647,0.3866292795538955
648,0.10153225056668035
649,0.2806574331804179
650,0.24730711495792923
651,0.11597333027975734
652,0.14575099045542142
653,0.5133732939411192
654,0.31679290031897567
655,0.09266977484967566
656,0.0833042027500066
657,0.09217450282829145
658,0.1403165919813181
659,0.49586404852032484
660,0.16739464074141272
661,0.13953967849586893
662,0.7372886310662399
663,0.2908319657554704
664,0.1476298189518007
665,0.16048177433108182
666,0.1403165919813181
667,0.0971596011242619
668,0.48398527398328134
669,0.1887081653596702
670,0.12713592365113255
671,0.12739295202172796
672,0.0833042027500066
673,0.0929886450097583
674,0.13481202676928228
675,0.42392290813484956
676,0.7214297405002169
677,0.11690547561017932
678,0.16048177433108182
679,0.09723700451588063
680,0.1664416546008481
681,0.1392756791919537
682,0.0920994383079736
683,0.14620975644746276
684,0.7069057947570228
685,0.16730059970705966
686,0.4523879788119286
687,0.14565605567610407
688,0.12537328107374612
689,0.16029552016610893
690,0.12739295202172796
691,0.14212389071519363
692,0.09025028821578773
693,0.2803681483897366
694,0.10577211955083618
695,0.14239997303358537
696,0.10437363360381513
697,0.0920994383079736
698,0.12937526781311307
699,0.09302909218144675
700,0.0920994383079736
701,0.16730059970705966
702,0.1281643221556273
703,0.1422936564220131
704,0.09771311199414387
705,0.14463966502889763
706,0.12937526781311307
707,0.16048177433108182
708,0.15315588142036562
709,0.3601487271517708
710,0.10811171853466549
711,0.1397059120063352
712,0.1546142561416218
713,0.09788520410046883
714,0.10426842498815937
715,0.1104936312784771
716,0.1281643221556273
717,0.13014791301344805
718,0.08229303023312905
719,0.2975419400690991
720,0.3601487271517708
721,0.08246738911334223
722,0.16730059970705966
723,0.24111712068720842
724,0.1412989097541237
725,0.09788520410046883
726,0.13139510908631447
727,0.08519542540840287
728,0.09771311199414387
729,0.29967437927169027
730,0.08789344192685776
731,0.16048177433108182
732,0.16730059970705966
733,0.12937526781311307
734,0.09764068464222984
735,0.09266977484967566
736,0.10666040609748495
737,0.13849233207518763
738,0.13849233207518763
739,0.7318033575664147
740,0.43993034457436286
741,0.7279532360148703
742,0.13748340704627576
743,0.12586657051166353
744,0.16048177433108182
745,0.3315545478818423
746,0.14353969873823727
747,0.29993066540551816
748,0.16048177433108182
749,0.1389965971237735
750,0.16730059970705966
751,0.30368969940762375
752,0.6320783336601007
753,0.13546119243519236
754,0.14328491067342358
755,0.6452308390289656
756,0.40168026165241694
757,0.0971596011242619
758,0.16941411885208893
759,0.08519542540840287
760,0.23673972415677288
761,0.2908319657554704
762,0.17506197326638145
763,0.28551827505940525
764,0.40168026165241694
765,0.10437363360381513
766,0.31571246707201284
767,0.15315588142036562
768,0.16048177433108182
769,0.2908319657554704
770,0.41330349077338974
771,0.1346809951871606
772,0.16730059970705966
773,0.38761606109657176
774,0.27949892031571627
775,0.20073259828212867
776,0.6016293995711142
777,0.6604870519429601
778,0.14145317180654948
779,0.12391471587546887
780,0.16048177433108182
781,0.08364042091598536
782,0.16048177433108182
783,0.09723700451588063
784,0.1389965971237735
785,0.08966198572141644
786,0.16730059970705966
787,0.12774600463792704
788,0.10498116230065337
789,0.2670587262186658
790,0.7417050284382677
791,0.08789344192685776
792,0.2549728456692617
793,0.14353969873823727
794,0.7208491187446509
795,0.0833042027500066
796,0.7489511895280313
797,0.16048177433108182
798,0.10426842498815937
799,0.13364847934309082
800,0.08519542540840287
801,0.6604870519429601
802,0.1887081653596702
803,0.09266977484967566
804,0.19353517946164372
805,0.14831338547323455
806,0.09764068464222984
807,0.13729409694674224
808,0.46595387243825176
809,0.18818432502038085
810,0.16048177433108182
811,0.6027314088213668
812,0.5387207175460429
813,0.16048177433108182
814,0.23785801807441784
815,0.13763562686534808
816,0.16048177433108182
817,0.27949892031571627
818,0.2089131759833017
819,0.14307406726776412
820,0.0920994383079736
821,0.15315588142036562
822,0.08229303023312905
823,0.09764068464222984
824,0.30360530548267145
825,0.1641693390319251
826,0.12360165541500663
827,0.3442965170957982
828,0.10437363360381513
829,0.13628378163183205
830,0.13675823390576058
831,0.12336729576789564
832,0.09771311199414387
833,0.1606130353698293
834,0.16048177433108182
835,0.12749975270525232
836,0.10426842498815937
837,0.08789879997846833
838,0.13967019981486167
839,0.1361339103806986
840,0.13675823390576058
841,0.09723700451588063
842,0.16048177433108182
843,0.13935526790390468
844,0.12749975270525232
845,0.1546142561416218
846,0.10437363360381513
847,0.12391471587546887
848,0.08853801239506354
849,0.08519542540840287
850,0.5822388587846269
851,0.14353969873823727
852,0.14463966502889763
853,0.09266977484967566
854,0.5360829411871955
855,0.08798113211026268
856,0.30360530548267145
857,0.09947594237454521
858,0.14620975644746276
859,0.7372886310662399
860,0.32859963952364163
861,0.10086900963058154
862,0.153720138811644
863,0.08652768318283077
864,0.2988315493517375
865,0.1391021208742223
866,0.12391471587546887
867,0.1664416546008481
868,0.10437363360381513
869,0.1397059120063352
870,0.16730059970705966
871,0.15315588142036562
872,0.12937526781311307
873,0.16730059970705966
874,0.23673972415677288
875,0.1664416546008481
876,0.6371745595391773
877,0.12850936778823632
878,0.10437363360381513
879,0.16941411885208893
880,0.14651304041456323
881,0.3938935757688274
882,0.08789879997846833
883,0.19054629299440595
884,0.08229303023312905
885,0.12707309302841496
886,0.08798113211026268
887,0.1396565888502848
888,0.25398924083250074
889,0.13849233207518763
890,0.16048177433108182
891,0.2887250355063879
892,0.09736146316150834
893,0.09266977484967566
894,0.16048177433108182
895,0.25813202852857037
896,0.12937526781311307
897,0.09764068464222984
898,0.22297897762814903
899,0.08789344192685776
900,0.6957893014741825
901,0.113681202914613
902,0.30057155994584395
903,0.10958639027764407
904,0.08652768318283077
905,0.16730059970705966
906,0.16048177433108182
907,0.2988315493517375
908,0.16048177433108182
909,0.14152542221854417
910,0.16048177433108182
911,0.12391471587546887
912,0.7538026134577632
913,0.253331030773454
914,0.2581166649320825
915,0.0971596011242619
916,0.09788520410046883
917,0.7455065451342413
918,0.0929886450097583
919,0.13023562381715806
920,0.7455065451342413
921,0.12391471587546887
922,0.08798113211026268
923,0.08652768318283077
924,0.368659780967381
925,0.1443207244443205
926,0.09266977484967566
927,0.3938935757688274
928,0.09302909218144675
929,0.6682254790383728
930,0.1398315534533944
931,0.1664416546008481
932,0.16048177433108182
933,0.3082481720984678
934,0.49586404852032484
935,0.7510730313409117
936,0.20425206525126915
937,0.08789879997846833
938,0.13372266616266332
939,0.13675823390576058
940,0.43869289834572406
941,0.3098596763541133
942,0.13266438136085265
943,0.13748340704627576
944,0.09302909218144675
945,0.2096180326846383
946,0.09771311199414387
947,0.08246738911334223
948,0.24730711495792923
949,0.08229303023312905
950,0.7455065451342413
951,0.668994988341265
952,0.08966198572141644
953,0.1281643221556273
954,0.674992667563793
955,0.13139510908631447
956,0.0971596011242619
957,0.08846693410991516
958,0.5905612898883276
959,0.29751366375112237
960,0.3855200199310331
961,0.08789879997846833
962,0.30471718673888687
963,0.1656463203450194
964,0.09266977484967566
965,0.08853801239506354
966,0.6603464646881749
967,0.0920994383079736
968,0.10426842498815937
969,0.16048177433108182
970,0.1415675749721543
971,0.22072965050191826
972,0.08364042091598536
973,0.6715286133970255
974,0.6823226998925469
975,0.16048177433108182
976,0.14689917770177166
977,0.137203835722475
978,0.14831338547323455
979,0.11301272337516124
980,0.09764068464222984
981,0.7455065451342413
982,0.6262371041012906
983,0.14062566619021477
984,0.6576793494976209
985,0.13855849707755222
986,0.16730059970705966
987,0.09788520410046883
988,0.3820268295837959
989,0.7799581843339185
990,0.0920994383079736
991,0.13748340704627576
992,0.1396313092979936
993,0.12937526781311307
994,0.13378982082971988
995,0.13748340704627576
996,0.32995802585858497
997,0.12896635154261993
998,0.10153225056668035
999,0.6604870519429601
1000,0.2887250355063879
1001,0.18818432502038085
1002,0.16048177433108182
1003,0.4523879788119286
1004,0.12937526781311307
1005,0.09266977484967566
1006,0.6152845681698124
1007,0.14463966502889763
1008,0.16048177433108182
1009,0.6152845681698124
1010,0.12937526781311307
1011,0.16048177433108182
1012,0.7522495300952866
1013,0.13849233207518763
1014,0.41322578096646434
1015,0.1818208081738703
1016,0.3487791189198805
1017,0.10981152483905539
1018,0.16611024743851965
1019,0.1415675749721543
1020,0.16773681097968351
1021,0.09025028821578773
1022,0.08966198572141644
1023,0.16730059970705966
1024,0.7415455120613409
1025,0.0920994383079736
1026,0.6604870519429601
1027,0.1644525687564881
1028,0.10437363360381513
1029,0.15315588142036562
1030,0.6604870519429601
1031,0.12391471587546887
1032,0.10437363360381513
1033,0.6907486926222042
1034,0.2949203475161982
1035,0.27949892031571627
1036,0.0920994383079736
1037,0.15315588142036562
1038,0.4768159600805665
1039,0.40439044094272536
1040,0.14617747248001067
1041,0.13628378163183205
1042,0.10003763433101577
1043,0.08796505221107045
1044,0.22072965050191826
1045,0.7442245104438171
1046,0.16627315356403155
1047,0.32995802585858497
1048,0.16925376044864626
1049,0.09266977484967566
1050,0.10935574253781868
1051,0.6823226998925469
1052,0.3023806712167451
1053,0.2581166649320825
1054,0.24300230546300883
1055,0.09723700451588063
1056,0.10437363360381513
1057,0.1887081653596702
1058,0.12697899770692614
1059,0.08508460352121676
1060,0.09788520410046883
1061,0.134256062200923
1062,0.1281643221556273
1063,0.6793227851763477
1064,0.13729409694674224
1065,0.6949123150375224
1066,0.39291928888466054
1067,0.6912461675213138
1068,0.1281643221556273
1069,0.1318273046572284
1070,0.1281643221556273
1071,0.1389965971237735
1072,0.12749975270525232
1073,0.09266977484967566
1074,0.4523879788119286
1075,0.16941411885208893
1076,0.2803681483897366
1077,0.25661440863041307
1078,0.16048177433108182
1079,0.0920994383079736
1080,0.17431083155411894
1081,0.08519542540840287
1082,0.11147613029067316
1083,0.16048177433108182
1084,0.16048177433108182
1085,0.15315588142036562
1086,0.16048177433108182
1087,0.1281643221556273
1088,0.10437363360381513
1089,0.10437363360381513
1090,0.09716012879235851
1091,0.09302909218144675
1092,0.11664178282875048
1093,0.678498003153516
1094,0.4768159600805665
1095,0.6574742157241674
1096,0.08796505221107045
1097,0.5284103890391745
1098,0.09788520410046883
1099,0.10086900963058154
1100,0.14320729195715334
1101,0.16627068184197583
1102,0.6447355095136249
1103,0.09771311199414387
1104,0.08364042091598536
1105,0.09723700451588063
1106,0.1664416546008481
1107,0.16120739936847628
1108,0.1651282304801299
1109,0.3938935757688274
1110,0.16730059970705966
1111,0.5299525196536831
1112,0.13546119243519236
1113,0.1114486424042798
1114,0.09302909218144675
1115,0.14620975644746276
1116,0.08652768318283077
1117,0.14024383054066222
1118,0.7430737426856864
1119,0.14575099045542142
1120,0.1546142561416218
1121,0.13729409694674224
1122,0.30037528353436377
1123,0.08853801239506354
1124,0.0920994383079736
1125,0.3938935757688274
1126,0.14925387445055796
1127,0.0929886450097583
1128,0.08468086096056128
1129,0.08468086096056128
1130,0.16048177433108182
1131,0.13729409694674224
1132,0.09442326444447115
1133,0.09771311199414387
1134,0.16048177433108182
1135,0.08966198572141644
1136,0.08754147842581668
1137,0.14247306056207318
1138,0.16048177433108182
1139,0.16730059970705966
1140,0.12937526781311307
1141,0.14635976266815112
1142,0.1467547411772643
1143,0.3000092810260553
1144,0.10426842498815937
1145,0.7455065451342413
1146,0.7415455120613409
1147,0.6767445171829709
1148,0.12697899770692614
1149,0.09025028821578773
1150,0.1193978698128564
1151,0.13197696740522558
1152,0.09723700451588063
1153,0.09266977484967566
1154,0.32995802585858497
1155,0.16730059970705966
1156,0.10666040609748495
1157,0.14153710873084926
1158,0.08468086096056128
1159,0.0971596011242619
1160,0.15315588142036562
1161,0.20515581807581007
1162,0.10153225056668035
1163,0.620741124189158
1164,0.13542174298598514
1165,0.16423965738159005
1166,0.7442245104438171
1167,0.0920994383079736
1168,0.6426074411667786
1169,0.1415675749721543
1170,0.2063905892063888
1171,0.3772368992640338
1172,0.16041158899074787
1173,0.13849233207518763
1174,0.15224605922524745
1175,0.39932422149345864
1176,0.14216041075864913
1177,0.08789344192685776
1178,0.17082896320008462
1179,0.09025028821578773
1180,0.09266977484967566
1181,0.13849233207518763
1182,0.13266438136085265
1183,0.13097230196213358
1184,0.2185145508488241
1185,0.16048177433108182
1186,0.09723700451588063
1187,0.09723700451588063
1188,0.6701295739247547
1189,0.16048177433108182
1190,0.08789879997846833
1191,0.13077973607811083
1192,0.16730059970705966
1193,0.1281643221556273
1194,0.09788520410046883
1195,0.16925376044864626
1196,0.08390340311183106
1197,0.14109315284386076
1198,0.2971406244474606
1199,0.12445412863462572
1200,0.1664416546008481
1201,0.1349931421634667
1202,0.3754255237907725
1203,0.17431083155411894
1204,0.09266977484967566
1205,0.09771311199414387
1206,0.10888147862754119
1207,0.08789344192685776
1208,0.11666597291941021
1209,0.09941525438220383
1210,0.08350085535733144
1211,0.13729409694674224
1212,0.33140719577730526
1213,0.14368715693487993
1214,0.18996875289168944
1215,0.0920994383079736
1216,0.13849233207518763
1217,0.0920994383079736
1218,0.2731230400813565
1219,0.1281643221556273
1220,0.13266438136085265
1221,0.08798113211026268
1222,0.1644620235409757
1223,0.14062566619021477
1224,0.12749975270525232
1225,0.5299525196536831
1226,0.17431083155411894
1227,0.13308755688200072
1228,0.08468086096056128
1229,0.3793935453467108
1230,0.16266339634672647
1231,0.7382541908394464
1232,0.1344801149679137
1233,0.11715750911791288
1234,0.1389965971237735
1235,0.31078867986988334
1236,0.4537118880833602
1237,0.13469813617749932
1238,0.16048177433108182
1239,0.1664416546008481
1240,0.6203157128092132
1241,0.13767348057911163
1242,0.0920994383079736
1243,0.10437363360381513
1244,0.30057155994584395
1245,0.08229303023312905
1246,0.6203157128092132
1247,0.08798113211026268
1248,0.1643448807775946
1249,0.09678054263126219
